age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,Income over 50k? 0=no 1=yes
42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,40,1
35,Private,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,1
36,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,36,1
44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
24,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,1
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,1
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
42,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,1
50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
35,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
40,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,1
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1
35,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
29,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,1
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,44,1
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
50,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
52,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
37,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,1
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,1
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,1
31,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1
59,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,50,1
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,48,1
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
46,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
25,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,1
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,1
25,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
49,Local-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,1
43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,1
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
53,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,1
51,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,1
58,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,1
31,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
36,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
54,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
43,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
37,Local-gov,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,36,1
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,1
39,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Other,Male,50,1
35,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
59,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,20,1
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,1
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
60,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
32,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,1
54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
28,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
45,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,1
51,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
37,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,1
38,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
49,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
47,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
51,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
46,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
53,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
34,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,54,1
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,1
38,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
57,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,1
53,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,1
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
33,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
29,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,42,1
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,1
44,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
34,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,1
36,Self-emp-not-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,1
37,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,1
48,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38,1
47,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
42,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
51,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
45,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,1
40,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
51,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,50,1
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
60,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,48,1
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,1
41,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,1
42,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,1
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
52,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,1
38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,1
59,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,55,1
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
40,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,1
41,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,1
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
60,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
62,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,1
46,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,1
44,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,51,1
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,1
61,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
53,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
30,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,1
50,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,1
63,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,1
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,1
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,80,1
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,1
41,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,40,1
37,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
35,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,35,1
33,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
35,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,1
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1
51,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,40,1
44,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,48,1
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,1
36,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,1
35,Local-gov,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,1
40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
33,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,21,1
55,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,32,1
43,Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,1
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,1
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,1
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
39,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
60,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
60,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,1
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
31,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,1
52,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,1
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,1
44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
49,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
26,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,55,1
46,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
45,Local-gov,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,1
36,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,39,1
41,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1
60,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
45,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
51,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
35,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,1
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
40,Self-emp-not-inc,Bachelors,Married-AF-spouse,Prof-specialty,Husband,White,Male,50,1
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
33,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
48,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,1
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
54,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,43,1
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1
48,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
60,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,65,1
58,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
42,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,45,1
51,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,1
42,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
60,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
31,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
45,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
61,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,1
57,Local-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,1
47,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,1
29,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,32,1
52,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,42,1
30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,1
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
36,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,55,1
41,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Own-child,White,Female,16,1
